Category,Message
spam,Classification : Save money on wedding lingerie at www.bridal.petticoatdreams.co.uk Choose from a superb selection with national delivery. Brought to you by WeddingFriend
ham,Classification : Your board is working fine. The issue of overheating is also reslove. But still software inst is pending. I will come around 8'o clock.
ham,Classification : Yes but I don't care cause I know its there!
ham,"Classification : wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine ""KUDI""yarasu dhina vaazhthukkal. .."
ham,"Classification : Mon okie lor... Haha, best is cheap n gd food la, ex oso okie... Depends on whether wana eat western or chinese food... Den which u prefer..."
ham,Classification : Sitting ard nothing to do lor. U leh busy w work?
ham,Classification : Its  &lt;#&gt; k here oh. Should i send home for sale.
ham,Classification : Sorry. || mail? ||
ham,Classification : Ya just telling abt tht incident..
ham,Classification : Yes we were outside for like 2 hours. And I called my whole family to wake them up cause it started at 1 am
ham,Classification : Ugh just got outta class
ham,"Classification : Nowadays people are notixiquating the laxinorficated opportunity for bambling of entropication.... Have you ever oblisingately opted ur books for the masteriastering amplikater of fidalfication? It is very champlaxigating, i think it is atrocious.. Wotz Ur Opinion???? Junna"
ham,Classification : I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.
ham,Classification : No need lar. Jus testing e phone card. Dunno network not gd i thk. Me waiting 4 my sis 2 finish bathing so i can bathe. Dun disturb u liao u cleaning ur room.
ham,Classification : Ok. I.ll do you right later.
ham,Classification : Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8
ham,Classification : Have your lunch and come quickly and open the door:)
spam,Classification : Not heard from U4 a while. Call me now am here all night with just my knickers on. Make me beg for it like U did last time 01223585236 XX Luv Nikiyu4.net
ham,Classification : I am back. Bit long cos of accident on a30. Had to divert via wadebridge.I had a brilliant weekend thanks. Speak soon. Lots of love
ham,"Classification : K.. I yan jiu liao... Sat we can go 4 bugis vill one frm 10 to 3 den hop to parco 4 nb. Sun can go cine frm 1030 to 2, den hop to orc mrt 4 hip hop at 4..."
spam,Classification : Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com
ham,Classification : i am seeking a lady in the street and a freak in the sheets. Is that you?
ham,Classification : My phone
ham,"Classification : Haha figures, well I found the piece and priscilla's bowl"
ham,"Classification : Actually fuck that, just do whatever, do find an excuse to be in tampa at some point before january though"
spam,Classification : URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only
ham,Classification : yay! finally lol. i missed our cinema trip last week :-(
ham,Classification : All day working day:)except saturday and sunday..
ham,Classification : aathi..where are you dear..
ham,Classification : Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams
ham,"Classification : I think I‘m waiting for the same bus! Inform me when you get there, if you ever get there."
ham,Classification : You getting back any time soon?
ham,"Classification : , how's things? Just a quick question."
ham,"Classification : Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng"
ham,"Classification : I can probably come by, everybody's done around  &lt;#&gt;  right?"
ham,Classification : I got it before the new year cos yetunde said she wanted to surprise you with it but when i didnt see money i returned it mid january before the  &lt;#&gt; day return period ended.
ham,Classification : I can ask around but there's not a lot in terms of mids up here
ham,Classification : Be sure to check your yahoo email. We sent photos yesterday
ham,Classification : What was she looking for?
ham,Classification : Wherre's my boytoy ? :-(
spam,Classification : Do you want a NEW video phone750 anytime any network mins 150 text for only five pounds per week call 08000776320 now or reply for delivery tomorrow
ham,"Classification : Hello, my love! How goes that day ? I wish your well and fine babe and hope that you find some job prospects. I miss you, boytoy ... *a teasing kiss*"
ham,Classification : Tell my  bad character which u Dnt lik in me. I'll try to change in  &lt;#&gt; . I ll add tat 2 my new year resolution. Waiting for ur reply.Be frank...good morning.
ham,Classification : No:-)i got rumour that you going to buy apartment in chennai:-)
ham,"Classification : Yeah, probably earlier than that"
ham,Classification : Change windows logoff sound..
ham,Classification : Still i have not checked it da. . .
ham,Classification : I'm also came to room.
ham,Classification : Huh but i got lesson at 4 lei n i was thinkin of going to sch earlier n i tot of parkin at kent vale...
ham,Classification : Ok.
ham,Classification : I will reach office around  &lt;DECIMAL&gt; . &amp; my mobile have problem. You cann't get my voice. So call you asa i'll free
ham,"Classification : Cool, text me when you head out"
spam,"Classification : You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000878. PoBox45W2TG150P"
spam,"Classification : Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text"
ham,Classification : Happy birthday... May u find ur prince charming soon n dun work too hard...
ham,"Classification : Oh, the grand is having a bit of a party but it doesn't mention any cover charge so it's probably first come first served"
ham,Classification : You said to me before i went back to bed that you can't sleep for anything.
ham,Classification : I hope you arnt pissed off but id would really like to see you tomorrow. Love me xxxxxxxxxxxxxX
spam,Classification : Dorothy@kiefer.com (Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..
ham,Classification : says the  &lt;#&gt;  year old with a man and money. I'm down to my last  &lt;#&gt; . Still waiting for that check.
ham,Classification : I will come to ur home now
ham,Classification : Free any day but i finish at 6 on mon n thurs...
ham,Classification : Will you be here for food
ham,"Classification : life alle mone,eppolum oru pole allalo"
ham,Classification : Nite...
ham,"Classification : Two fundamentals of cool life: ""Walk, like you are the KING""...! OR ""Walk like you Dont care,whoever is the KING""!... Gud nyt"
ham,"Classification : Camera quite good, 10.1mega pixels, 3optical and 5digital dooms. Have a lovely holiday, be safe and i hope you hav a good journey! Happy new year to you both! See you in a couple of weeks!"
ham,Classification : Hi Petey!noim ok just wanted 2 chat coz avent spoken 2 u 4 a long time-hope ur doin alrite.have good nit at js love ya am.x
ham,Classification : I just saw ron burgundy captaining a party boat so yeah
ham,Classification : I'm serious. You are in the money base
ham,Classification : Already one guy loving you:-.
ham,Classification : Staff of placement training in Amrita college.
ham,Classification : I always chat with you. In fact i need money can you raise me?
ham,Classification : I'm job profile seems like bpo..
ham,"Classification : Well, I was about to give up cos they all said no they didn‘t do one nighters. I persevered and found one but it is very cheap so i apologise in advance. It is just somewhere to sleep isnt it?"
ham,"Classification : So you think i should actually talk to him? Not call his boss in the morning? I went to this place last year and he told me where i could go and get my car fixed cheaper. He kept telling me today how much he hoped i would come back in, how he always regretted not getting my number, etc."
ham,Classification : Are you willing to go for apps class.
ham,Classification : Hanging out with my brother and his family
ham,Classification : No it will reach by 9 only. She telling she will be there. I dont know
ham,Classification : Hey... are you going to quit soon? Xuhui and i working till end of the month
ham,"Classification : Im sorry bout last nite it wasnt ur fault it was me, spouse it was pmt or sumthin! U 4give me? I think u shldxxxx"
ham,Classification : Try neva mate!!
ham,Classification : Yeah that'd pretty much be the best case scenario
ham,Classification : I not free today i haf 2 pick my parents up tonite...
ham,"Classification : HEY BABE! FAR 2 SPUN-OUT 2 SPK AT DA MO... DEAD 2 DA WRLD. BEEN SLEEPING ON DA SOFA ALL DAY, HAD A COOL NYTHO, TX 4 FONIN HON, CALL 2MWEN IM BK FRMCLOUD 9! J X"
ham,Classification : Should i send you naughty pix? :)
spam,"Classification : You are a £1000 winner or Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 09071517866 Now! 150ppmPOBox10183BhamB64XE"
spam,"Classification : Xmas & New Years Eve tickets are now on sale from the club, during the day from 10am till 8pm, and on Thurs, Fri & Sat night this week. They're selling fast!"
ham,"Classification : Tyler (getting an 8th) has to leave not long after 9, can you get here in like an hour?"
ham,Classification : Prepare to be pounded every night...
ham,"Classification : Actually, my mobile is full of msg. And i m doing a work online, where i need to send them  &lt;#&gt;  sent msg i wil explain u later."
ham,"Classification : Sorry, I'll call later"
ham,Classification : Good evening! How are you?
ham,Classification : I'm at home. Please call
ham,Classification : Oic cos me n my sis got no lunch today my dad went out... So dunno whether 2 eat in sch or wat...
ham,"Classification : Mmmmm ... It was sooooo good to wake to your words this morning, my Love!! Mmmm fuck ... I love you too, my Lion ... *devouring kiss from across the sea*"
ham,Classification : We are pleased to inform that your application for Airtel Broadband is processed successfully. Your installation will happen within 3 days.
